Username,Handle,Timestamp,Text,Replys,Retweets,Likes
Tonni D. Sanctus,@BadgerWolverine,2021-11-28T03:47:26.000Z,"Não existe mulher feia, o que existe são mulheres que não usam os produtos #Rouanet.
1",,,1
Emanuele Kent,@emanuelekent,2021-11-22T01:46:14.000Z,"A revolta do SIKERA essa semana sobre a lei #Rouanet  kkkkk kkkkk e a falta dela deixou os artistas mais doidos.
3",,,3
Pleno.News,@PlenoNews,2021-11-13T12:39:39.000Z,"Portaria do governo que proíbe linguagem neutra é alvo do MPF
#Linguagemneutra #MPF #Rouanet #PlenoNews
pleno.news
Portaria do governo que proíbe linguagem neutra é alvo do MPF
Esta em análise regra que incide em projetos financiados pela Lei Rouanet
3
9
23",3,9,23
Pleno.News,@PlenoNews,2021-11-10T15:01:20.000Z,"Daniela Lima zomba de medida de Mario Frias para Lei Roaunet
#DanielaLima #CNN #Rouanet #PlenoNews
pleno.news
Daniela Lima zomba de medida de Mário Frias para Lei Roaunet
Âncora da CNN é crítica do governo federal
3
4
13",3,4,13
Pensador TK (Walter Luís) - #AglomeraBrasil,@masterfocus,2021-11-01T11:49:31.000Z,"A sanha autoritária da 
@folha
  não está no gibi.
Parabéns mais uma vez, André!
#rouanet #folhalixo #BolsonaroReeleito
André Porciuncula
@andreporci
 · 1 de nov
Folha, deixe de ser ridícula! Não venha com esse papinho furado de censura. Não impedimos você de usar a dita linguagem neutra. Escreva quantas matérias quiser, faça quantos eventos quiser, só não irá pegar dinheiro público federal para estimular a destruição planejada da língua.
2",,,2
Fco_leandro,@Leandro_011276,2021-10-30T15:19:46.000Z,"Em resposta a 
@guimaraes13PT
 e 
@mariamarighella
Filme horrível ... Muito fraco ... Faltou bom pitada do grande #rouanet",,,
Joël SOLARI,@SolariJol,2021-10-29T15:18:13.000Z,"https://huffingtonpost.fr/entry/pour-une-jeune-femme-de-33-ans-faire-un-avc-etait-impensable-pourtant-cest-mon-histoire-blog_fr_617a6aefe4b03072d7005fd9…
Cette jeune femme est incroyable !
#journeemondialedelavc 
@philippemeynard
 
#Rouanet #Sibon 
@yannbubien
 @CHUBordeaux
huffingtonpost.fr
""Pour une jeune femme de 33 ans, faire un AVC était impensable. Pourtant, c’est mon histoire""
""Comme huit personnes handicapées sur dix, mon handicap est invisible, personne ne peut deviner en me croisant dans la rue ce que je vis au quotidien"" raconte Margot.
1
3
6",1,3,6
Joël SOLARI,@SolariJol,2021-10-29T08:38:23.000Z,"De vrais spécialistes 
@yannbubien
 @charles_cazanav
 Merci #Sibon #Rouanet 
@philippemeynard
Charles.Cazanave
@charles_cazanav
 · 29 de out
Journée mondiale de l’AVC : Merci à nos médecins spécialistes du @CHUBordeaux pour leur grande implication, Dr F. ROUANET & Pr I. SIBON. Opération #MinibusAVC sur la place de la Victoire ce jour @philippemeynard  @SO_Bordeaux
5",,,5
"Luiz Vidaum - Brasil, sempre!",@luizvidaum,2021-10-25T00:06:16.000Z,"Em resposta a 
@mfriasoficial
Que saudades de uma verba fácil dos tontos pagadores de impostos, pra fazer filme bosta! 
#triste #rouanet #pedeprasair #vaidarmerda",,,
VICTOR { VH } HUGO,@VH_daGaleraVip,2021-10-22T01:33:23.000Z,"Em resposta a 
@TeresaCristina
A falta da #Rouanet causa isso nos artistas",,,
Mario Sincero,@MarioSincero4,2021-10-10T20:19:11.000Z,"Acreditem! Artistas da Elite conseguem ser ricos vendendo sua arte financiada de renda privada!

Seu dinheiro publico financia viagens a Europa, vida em Paris e EUA, praias, sitio e cachoeiras paradisíacas.
Por isso odeiam tanto o Bozo. #rouanet #leirouanet #GloboLixo #Fantastico
Estadão
@Estadao
 · 22 de abr de 2019
>@Emais_Estadao 'Quando a Lei Rouanet acabar, a cultura vai parar nesse País', diz Ingrid Guimarães http://bit.ly/2UMP4Lr",,,
Anne Belchior,@AnneBelchior,2021-10-09T21:47:39.000Z,"@mfriasoficial
 olhe que talento! São pessoas como o Rene que a lei #rouanet tem que ajudar! Que talento!
1",1,,
Querubas,@Erickjsq,2021-10-07T17:17:57.000Z,"Em resposta a 
@leandroacastro
Os bolsonaristas estão desesperados, levantando a #rouanet, ressuscitando velhas fake news. Tem q ser muito imbecil pra acreditar, mas vindo dos minions já é normal.",,,
Maria de Fátima Videres de Sena Martins.,@MariaVideres,2021-10-02T05:34:00.000Z,"Em resposta a 
@adrybarb
Tome até o caminhoneiro voltar a cantar. Seca #Rouanet
1",1,,
ΔηαβατιϞτα,@visionarios_,2021-09-23T11:35:26.000Z,"Quem diria que, em meus idos tempos de ALIENAÇÃO e MANIPULAÇÃO global, nossos suados impostos de pais/mães de família financiavam a vida de luxo e até a residência de 'artistas' socialistas de iphone em Nova Iorque, Londres, Paris... #Rouanet #BolsonaroAte2026 #SupportBolsonaro
Carioca Botafogo
@CariocaBotafogo
 · 22 de set
Vai ter que entregar currículo. Acabou a mamata.",,,
Portal 57,@57Portal,2021-09-22T20:45:32.000Z,"Em resposta a 
@zeliaduncan
Que triste pra uma artista decadente desejar o mal do ministro. Isso que é abstinência de verba pública, do dinheiro suado do brasileiro né? Pra suas “musiquinha$”  sem #rouanet não consegue viver por conta.",,,
"That's ok, Amanda",@ahamAmanda,2021-09-13T06:17:06.000Z,"- #Rouanet para arte é para os iniciantes de projetos e consequêntemen..
- ain bolsominia ele não.
- ok.
- Gada de governo.
- Mas você entende alguma coisa sobre a burocracia das leis?
- Sim feminicídio.
- Tá mas aí você está subestimando o seu próprio critério do feminsm...
1",1,,
Carmelucia,@carmelucia,2021-09-08T22:26:38.000Z,#Artista sem Lei #Rouanet é um porre.,,,
Time Grande Não Cai!,@spmoreira,2021-08-30T21:02:51.000Z,"Em resposta a 
@em_com
Claro até eu votaria no meu cachorro se eu sobrevivesse de um $$$ publico cortado pelo #bolsonaro da emissora que me da emprego, e dos filmes e peças de teatro porcarias bancado pela lei #Rouanet .
#Dia7VaiserGigante
2",,,2
VINICIUS F. OLIVEIRA,@viniciusfo,2021-08-30T11:50:25.000Z,"#rouanet
instagram.com
Vinicius Ferreira Oliveira (@vinicius.f.o) • Instagram photo",,,
Fco_leandro,@Leandro_011276,2021-08-29T20:24:22.000Z,"Em resposta a 
@DaniloGentili
Não diga que são do grupinho da #rouanet",,,
EDYBRASILIVRE,@edsonsouza439,2021-07-28T23:37:41.000Z,"Em resposta a 
@ciancaglini_15
SAFADO, FOI ENTRE O VALOR MAIS ALTO DA #ROUANET, VAI TRABALHAR VAGABUNDO! #BRASILIVRE",,,
JGA,@JGA3Setor,2021-07-27T18:47:05.000Z,"O presidente Jair Bolsonaro assinou o decreto que regulamenta o Pronac, conhecido como Lei Rouanet. A norma, publicada no Diário Oficial da União, incentiva o desenvolvimento de projetos culturais no país capitalizando e distribuindo recursos para o setor cultural.

#rouanet",,,
FarolDaBahia,@FaroldaB,2021-07-27T17:45:02.000Z,"Governo Federal assina decreto que regulamenta a Lei Rouanet.

#governo #decreto #regulamenta #lei #rouanet #faroldabahia
faroldabahia.com.br
Governo Federal assina decreto que regulamenta a Lei Rouanet - Brasil | Farol da Bahia
Arte sacra é uma das novidades entre as áreas contempladas do projeto
1",,,1
Roberto Begood,@robertobegood,2021-07-25T18:12:47.000Z,"Desafio vc a me mostrar um filme financiado pela lei #Rouanet que não tenha uma pauta ideológica, um tema se quer.",,,
Ale na Política,@alenapolitica,2021-07-24T12:56:48.000Z,"Em resposta a 
@samanthaschmutz
CHORA A VIÚVA DA #ROUANET E DO #PAULOGUSTAVO... PQ? SABE QUE SERÁ FADADA AO ESQUECIMENTO. 
  JÁ É #BOLSONARO2022 
#gaysdedireita #gaysconservadores #economialiberal #economia #GaysForEconomy #orgulhodeserhomem #pride #LGBT #LGBTQsNaMidia #LGBTQIA+ #BolsonaroTemRazao",,,
Journal Militant,@JournalMilitant,2021-07-04T23:29:13.000Z,"Pensez à vous abonner à cette chaîne parallèle de #Rivarol sur #YouTube pour être tenu au courant de la sortie des nouvelles vidéos (entièrement mises en ligne via #Odyssee) !

Extrait de juillet 2021 : https://youtube.com/watch?v=JwWe4_82ZC8… #Actualité #France #Natio #LePen #Bourbon #Rouanet
youtube.com
EXTRAITS LONGS « Régionales: abstention record et déroute du clan Le...
#Actualité #Nationalisme #France Vidéo complète : https://odysee.com/@RIVAROL:6/rivarol38eentretien2021:aDétails :38e entretien rivarolien de juillet 2021 en...
1
1",1,1,
Cristina,@sokris,2021-07-04T03:02:58.000Z,"Vc pagou por filmes q nunca assistiu. #rouanet
youtube.com
VOCÊ PAGOU POR FILMES QUE NUNCA ASSISTIU!
Sabia que você financia filmes brasileiros de baixa audiência? Tem ideia de quantos?Apoie a Brasil Paralelo por apenas R$ 10 mensais e receba conteúdos exclu...",,,
Carlos Henrique,@carlosneves1971,2021-06-28T21:40:50.000Z,"Números da choradeira
#rouanet #renansabiadetudo
Carla Zambelli
@CarlaZambelli38
 · 28 de jun
Os NÚMERO$ impressionam  

Via: @thigagliasso",,,
fone88128294,@fone88128294,2021-06-28T15:09:38.000Z,"Em resposta a 
@zeliaduncan
Pelo menos Venturini não brincou com meu imposto usando #rouanet  lei Rouanet",,,
bobby.j,@bobbyjfo,2021-06-28T14:11:33.000Z,"se toca 
@leandraleal
 ninguém precisa que vc elucide quem quer q seja.....nosso voto foi altamente consciente!! e colocar um limite ao descontrole da lei rouanet era nosso objetivo.....PRESTEM CONTAS!! VC QUE SE DIZ A FAVOR DA DEMOCRACIA DEVERIA EXIGIR O MESMO!! #ROUANET
Josias Teófilo
@josiasteofilo
 · 28 de jun
O comentário da Leandra Leal dá a entender que os artistas e influenciadores não fizeram o suficiente para alertar a população dos perigos de Bolsonaro. Será que não passa pela cabeça dessas pessoas que a população sabe os argumentos deles mas simplesmente discorda?",,,
Marcos,@pitacosdobem,2021-06-28T11:43:03.000Z,"Em resposta a 
@leandraleal
... esperando a prestação de conta da #rouanet! 
#atetasecou #avantebrasil #BolsonaroAte2026
#RenanSabiaDeTudo 
@CulturaGovBr
 @mfriasoficial
 @jairbolsonaro
 ",,,
Jairo Nunes,@jairo_nunes_,2021-06-12T19:39:14.000Z,"Em resposta a 
@emicida
#Rouanet como vai?",,,
MÁRIO FOGAÇA,@Mario_Fogaca,2021-06-08T12:02:39.000Z,"Em resposta a 
@patriciapillar
Fora #Lei #Rouanet também. 

Viva a vacina.
1",,,1
,@Kacau_Br,2021-06-03T13:07:15.000Z,"#Rouanet   #apoioculturalsemdiscriminação   #RouanetparaTodos 

Milhões para elite artística brasileira nunca mais https://youtu.be/AHeR4SrCmLM via 
@YouTube
youtube.com
Milhões para elite artística brasileira nunca mais
#Rouanet #apoioculturalsemdiscriminação #RouanetparaTodos 02 de junho de 2021Conversei com o secretário especial de Cultura, Mario Frias. Um bate papo qu...",,,
foreverpemba,@foreverpemba,2021-06-01T10:36:25.000Z,"BRASIL — As ""tetas"" da vaca do tal #Rouanet secaram mesmo?
Jornal da Cidade Online
@JornalDaCidadeO
 · 31 de mai
A ""verdade oculta""...

https://jornaldacidadeonline.com.br/noticias/30046/em-equottom-de-brincadeiraequot-humorista-tata-werneck-diz-que-quer-a-mamata-da-lei-rouanet-de-volta…",,,
Laercio Lacerda,@LaercioLacerda2,2021-05-31T22:47:12.000Z,"Se eu fosse um mamador da #Rouanet fosse oposição ao #BolsonaroPresidenteAte2026 fosse dono da #GloboLixo, aliado do #Ditadória ou um #Esquerdopata seguidor do #MulaDaSilva eu também gritaria Fora Bolsonaro.
Mas como não sou digo ""Aceita que dói menos""!",,,
 Rogério Balloussier,@eusouRogerioSB,2021-05-31T16:41:34.000Z,"Em resposta a 
@RaquelStasiaki
Ou que trabalhem pra #Netflix ou #AmazonVideo ou outros, mas sem a mamata! Ai que vontade de extinguir a porra da #Rouanet",,,
Maurício Machado,@mauriciomofic,2021-05-28T03:31:20.000Z,"Estou absolutamente chocaado c/ esse programa #AgoracomLacombe q desserviço! E pq gnt q entende do assunto cultura, seus dilemas, vicissitudes e são trabalhadores do ramo ñ foram chamados? É de novo  p/ deslegitimar, demonizar artistas e a #rouanet solidificando discurso e clichê
2",,,2
#VOUMEQUEIXARASUAMAE,@SeverinoBitten1,2021-05-27T16:39:06.000Z,"@xuxameneghel
 é a síndrome do #rouanet https://instagram.com/p/CPYiX_vlR1U/?utm_medium=twitter…",,,
Pátria Mãe Que Te Pariu Brasil,@pariubrasil,2021-05-27T13:56:37.000Z,"Em resposta a 
@carlosjordy
Mexeu com uma mexeu com todas ! Desde que recebam #rouanet",,,
Eliane Ferreira,@ElianeF56160891,2021-05-24T09:09:12.000Z,"Em resposta a 
@apropriagisa
 @CarlaZambelli38
 e mais 3
@SenadoFederal
 vote não a PL da #Rouanet estamos de olho #DemitirEm2022
#EstaVergonhaeRoubodaRoyanetTemQueAcabar
2
2",,2,2
rapador de coco #PEC32Nao #justiçaPraQuem?,@rapadordecoco,2021-05-22T11:30:44.000Z,Cadê o pessoal se movimentando nas redes para rebater o resultado atual da consulta pública sobre os repasses da Lei Rouanet ? #voteSim #rouanet #vivaCultura,,,
Rafael Souza,@RafaelS96206864,2021-05-13T16:21:34.000Z,"Em resposta a 
@marlonsaul_
 @TeInformeiBR
 e 
@bbcbrasil
Deve estar sem a mamata da #Rouanet né!?",,,
𝔻. 𝕄𝕒𝕣𝕢𝕦𝕖𝕤,@DMarques1981,2021-05-08T15:59:30.000Z,"A VERDADE É UMA SÓ:
Enquanto o brasileiro de bem apóia a operação da 
@PCERJ
 no #Jacarezinho, a mídia esquerdista, os grupos de DH, ONGs, #STF, OAB e artistas da falecida #Rouanet choram pelos vagabundos que resistiram à prisão e receberam a polícia com armas de guerra.
1",,,1
Ricardo Ferreira,@RicardoBoutelet,2021-04-28T01:37:21.000Z,"#Rouanet MELHORADA!! Os artistas da globo podem continuar #emcasa  ta indo muito bem o #fiquemcasa
Carla Zambelli
@CarlaZambelli38
 · 27 de abr
Atenção: três deputados do PCdoB, com apoio de certos artistas, querem tornar PERMANENTES os gastos da Lei Aldir Blanc (que foi necessária por conta da pandemia, mas nada justifica torná-la permanente quando já temos a Rouanet), ao custo de R$ 3 BILHÕES ao ano.

Lutaremos CONTRA.",,,
Audrey,@vanessamascarop,2021-04-21T19:06:14.000Z,"Em resposta a 
@OGloboPolitica
 @veramagalhaes
 e 
@jairbolsonaro
SABOTADORES OFICIAIS DO PAÍS TRAMANDO C/a IMPRENSA FALIDA MILICIANA PARTIDÁRIA DA MAMATA E DO CAOS! #Rouanet LAMENTÁVEL  FEIO COISA DE MAU-CARÁTER  R.I. P IMPRENSA E ARTISTAS CHEGARAM NO FUNDO DO POÇO TORCEREM CONTRA O PAÍS! #artist #MeioAmbiente #FicaSalles
A mídia a seguir inclui conteúdo possivelmente sensível. Alterar configurações
Ver",,,
SeuAcervo_music,@SeuAcervo_Music,2021-04-17T11:22:13.000Z,"Governo vai priorizar análise de #projetosculturais que acontecem sem o público

Medida sucede portaria emergencial que interrompia #Rouanet em estados em lockdown

https://www1.folha.uol.com.br/ilustrada/2021/04/governo-vai-priorizar-analise-de-projetos-culturais-que-acontecem-sem-o-publico.shtml?utm_source=twitter&utm_medium=social&utm_campaign=twfolha…",,,
Willian Lisboa,@WillianCLisboa,2021-04-05T00:41:22.000Z,"Em resposta a 
@MarceloAdnet
Esse deve estar faminto de grana da lei #Rouanet , ou grana da #GloboLixo mesmo.",,,
Jacque M,@Jacque27moura,2021-03-22T17:22:29.000Z,"O desespero de artistas desaplaudidos tem uma razão de ser! Acabou a mamata Rouanet!! 
#Rouanet
#cadeOdinheiroPORCHAT
Eduardo Bolsonaro
@BolsonaroSP
 · 22 de mar
Fato:PT (Lula/Dilma) usou a lei Rouanet p comprar parte da classe artística

Dentre os +5.000 documentos não analisados somam-se +R$ 11 bilhões captados sem a devida prestação de contas. Dinheiro que poderia abrir leitos, comprar vacinas ou aumentar o auxílio emergencial

Segue
Mostrar esta sequência",,,
Diógenes Gonzalez,@djgonzalez76,2021-03-21T12:13:18.000Z,"@FabioPorchat
 essa história da prestação de contas da Rouanet é verdadeira? Tá na hora de se manifestar, não? #leirouanet #rouanet",,,
Marta Viana,@MartaVi23759541,2021-03-21T03:31:06.000Z,"Em resposta a 
@DiraPaesCom
O que, a falta do dinheiro alheio não faz-ne!!
Com o fim da lei #Rouanet descobrimos, a falta de talentos dos artistas brasileiros.",,,
Fco_leandro,@Leandro_011276,2021-03-21T00:20:11.000Z,"Em resposta a 
@DiraPaesCom
#esquerdista claro !!! Alem de burro besta quadrado ... #rouanet faz falta heim ...",,,
#BOLSONARO2022 !!!,@Jacintosinto1,2021-03-20T22:06:52.000Z,"Em resposta a 
@DiraPaesCom
Sem lei #ROUANET deixa de ser atriz e milita!",,,
dragão leão,@cafecomkavaca,2021-03-20T14:03:27.000Z,"#ochoroelivre como diz a ""finada"" Maju #BolsonaroPresidenteAte2026 ah! nunca vi artista sem projecao nacional em abstinencia da #Rouanet sra 
@DiraPaesCom
 sera pq? #ConteComigoBolsonaro
1",,,1
Caçador de Mortadelas,@mortadelahunter,2021-03-20T13:02:06.000Z,"Acordar e ver a 
@nandx_rejected
 desmascarando mais um hipócrita, já faz o meu dia melhor! Quem puder, segue ela!
Melhor perfil contra a hipocrisia do #FiqueEmCasa! Né não 
@omarcosveras
?
#Hipocrita #Rouanet",,,
dragão leão,@cafecomkavaca,2021-03-20T12:54:01.000Z,"A #MajuCoutinhoGenocida vai dizer pra vc q #ochoroelivre , abstinencia da #Rouanet é pior q cocaina nunca passa procure ajuda medica querida a #GloboLixo te dará dinheiro.",,,
Hildete ou Detinha.,@HildeteGomes,2021-03-20T12:38:53.000Z,"Em resposta a 
@DiraPaesCom
Ator global mamador de #Rouanet ???",,,
Bruno Cacho's,@bruno_cachos,2021-03-20T10:08:18.000Z,"Se a lei #rouanet funcionasse como deveria  para o artista de verdade...
Agora todos sabem q quem mama é Luan Santana. Claudia leite entre outros..então foda-se a lei Rouanet",,,
Israel Souza Oficial #BolsonaristaEmConstrução,@israelsouza65,2021-03-20T09:24:05.000Z,"Em resposta a 
@DiraPaesCom
Sabe o que mais DOE , é saber que saiu do meu dinheiro a campanha e as Novelas que você fez.
Acabou A GRANA #Rouanet",,,
Pleno.News,@PlenoNews,2021-03-18T14:19:46.000Z,"Eduardo rebate Porchat expondo fraude de R$200 mil da Rouanet
#EduardoBolsonaro #Porchat #Rouanet #PlenoNews
pleno.news
Eduardo rebate Porchat expondo fraude de R$ 200 mil da Rouanet
Deputado relembrou a Operação Boca Livre, envolvendo o humorista
18
48",,18,48
Julio Dos Santos Bolsonaro até 2026,@JulioMj85,2021-03-18T03:36:53.000Z,"Por isso que esses idiotas ficam se debatendo até hoje!  devido aos cortes feitos pelo nosso presidente 
@jairbolsonaro
 junto a lei #Rouanet o pior que os recursos foram usados por pessoas e empresas que possuem muito dinheiro para tais projetos, ações sociais não conseguem 50%.
Thiago Gagliasso
@thigagliasso
 · 17 de mar
2.496.000,00 É o valor em aberto na prestação de contas do filme de bonitão Fabio Porchat... nome do filme? 
MEU PASSADO ME CONDENA. 

Isso dai ninguém fala nada, presta conta ai pra ajudar na vacina o genocida!
1",1,,
Fco_leandro,@Leandro_011276,2021-03-13T11:02:59.000Z,"Em resposta a 
@portalR7
Falta de #rouanet fazendo povo passar fome",,,
PHSG,@PHSG15,2021-03-10T21:58:33.000Z,"Em resposta a 
@DCM_online
Saudade de uma graninha fácil né meu filho! #rouanet até rima com adn
5",,,5
Vanessa Jacarezei,@FantiniVanessa,2021-03-09T04:20:30.000Z,#Rouanet Quem fala que essa lei é mamata é porque nunca elaborou e enviou um projeto cultural para ser subsidiado por ela. Nem sabe os trâmites.,,,
Edu,@DuduZero21,2021-03-09T03:37:33.000Z,"Em resposta a 
@folha
Esse e a ""queridinha do Brazil"" vão sumir depois que essa ""fase"" passar, o gente fracassada. A queridinha tá sumida e que continue assim, esse daí só é lembrado quando se fala da #Rouanet.",,,
LWIZST,@lwizst,2021-03-09T00:11:31.000Z,"Putrefactum: uma lojinha hipster que vende umas paradas estragadas.

#dicionário #rouanet #marcelotaz #mesegueporfavor #nargas #pandemia #lulalivre #CidadeAlerta #lucasinutilismo #nhabenta",,,
Canal do Negão,@CanaldoNegaoo,2021-03-06T15:46:44.000Z,"Agora vou explicar pra geral como funciona a Lei Rouanet 
#Rouanet
10
30
181",10,30,181
Carlinhos Lima,@Climazen_Astro,2021-03-06T14:03:02.000Z,"#sabadoligadajusticasdv #rouanet #BolsonaroGenocida #bolsominions
1:23
2 visualizações",,,
Folha de Pernambuco,@folhape,2021-03-06T00:15:48.000Z,"POLÍTICA CULTURAL | Suspensão de #Rouanet é inócua agora, mas terá efeitos em seis meses, dizem produtores
https://mla.bs/547c44b5
1
1",1,,1
@MARINHEIRO_ADV,@MARINHEIRO_ADV,2021-03-05T18:42:09.000Z,"Suspensão da lei #Rouanet implica esquerdista tomando coragem para encarar o trabalho.
Votem em favor da #Sarah ""Eu gosto do Bolsonaro"" #eugostodele
1
1
5",1,1,5
Valéria del Cueto,@delcueto,2021-03-05T17:54:18.000Z,"Perverso, discriminatório e porciúnculo. A Lei Rouanet não dá recursos. O projeto que tramita no Pronac é para ser autorizado a captar no mercado para, depois, ser realizado. O prazo também pode ser revalidado. 
A estupidez será barrada na justiça. 
#rouanet
#culturabrasileira
André Porciuncula
@andreporci
 · 5 de mar
Como querem realizar eventos com restrição? Sejam minimamente coerentes, se é para ficar em casa, então não tem verba pública para projetos que geram aglomeração.
1",,1,
Dᴇɴᴇʀ,@denerdias01,2021-02-15T14:15:12.000Z,"#Rouanet não pode. Mas pode bancar farra das forças armadas: picanha, cerveja, uísque, leite condensado e outros. O exército é um peso morto, custa muito caro, mas não serve pra muita coisa, isso é o que tem ficado evidente com o desserviço dos militares no governo. INCOMPETENTES",,,
Apoio Coletivo,@ApoioColetivo,2021-02-15T13:39:36.000Z,"Não precisa de Lei Rouanet se você tem o 
@ApoioColetivo
, aqui sua comunidade impulsiona seu projeto. #apoiocoletivo #rouanet #leirouanet #crowdfunding
apoiocoletivo.com
Comece agora sua campanha. Ajudamos você a financiar seus projetos e sonhos. Compartilhe com seus...
campanha, financiamento, coletivo, vaquinha virtual, vakinha online, financiamento coletivo, crowdfunding, crowfund
2
7",,2,7
critico de Programas,@R123452020,2021-02-15T13:39:27.000Z,"Bando de vagabundo quem utilizava a Lei Rouanet ..Se fuderam..vão trabalhar e levem a medusa Bethania junto #rouanet
1",,,1
Emerson,@EmersonXIIILC,2021-02-15T13:24:47.000Z,"#rouanet -  Governo Bolsonaro liberou captação de R$ 1,4 bilhão na Lei Rouanet. Sertanejos famosos pediram mais 'ajuda' de Bolsonaro na churrascada http://folhacentrosul.com.br/brasil/24392/governo-bolsonaro-liberou-captacao-de-r-1-4-bilhao-na-lei-rouanet-sertanejos-famosos-pediram-mais-ajuda-de-bolsonaro-na-churrascada…

#rouaneteirosdebolsonaro #leirouanet #rouanet #brasil
4
10
28",4,10,28
Amanda nômade do ar,@AmandaYwamoto,2021-02-15T13:14:02.000Z,"Claro, pq com o fim do financiamento da cultura no país, o dinheiro vai ser melhor investido em leite condensado e churrasco
#rouanet
DCM ONLINE
@DCM_online
 · 15 de fev
Gado bolsonarista usa Lei Rouanet para chamar artistas de vagabundos https://diariodocentrodomundo.com.br/essencial/gado-bolsonarista-usa-lei-rouanet-para-chamar-artistas-de-vagabundos/…
1",,,1
Endireitando,@SancyMarcelo,2021-02-15T13:11:23.000Z,"Vão trabalhar seus vagabundos.

Rede Globo mandou todo mundo embora e vcs nada falam. 

#leirouanet
#LulaNaCadeia 
#rouanet
#FechadoComBolsonaroAte2026",,,
Thiago Otaviano,@ThiagoOtaviano,2021-02-15T12:50:17.000Z,"A turma que acredita em MAMADEIRA DE PIROCA e KIT GAY,  continua exercendo o direito de ser ignorante e criticar a LEI ROUANET, sem ter o mínimo de noção de como ela funciona.


Poderia sentir pena...
Mas fico é rindo mesmo!

#Rouanet #KitGay #MamadeiraDePiroca
1",1,,
Endireitando,@SancyMarcelo,2021-02-13T03:56:43.000Z,"#SomosTodosBolsonaro
#globolixo 
#FechadoComBolsonaroAte2026 
#rouanet",,,
"Edna Yay Pátria amada, BRASIL",@EdnaYay,2021-02-10T00:36:01.000Z,"ELA DETONOU artistas da LEI #ROUANET com MÚSICA
youtube.com
ELA DETONOU artistas da LEI ROUANET com MÚSICA
PÁGINA FACEBOOKFacebook - https://www.facebook.com/danielalvarengaoficial/TENHA SUCESSO FINANCEIRO AGORA:http://bit.ly/sucessofinanceiroagora02REDES SOCIAIS ...",,,
Maria Do Carmo,@MariaDo05991766,2021-02-07T08:46:31.000Z,"O cara é o melhor desde Sarney. Depois q o mundo “ negociou”vacinas, tds elogiam a cloroquina.#Rouanet é a insanidade ,Flor do capiroto.
Arlete
@k_arletePatriot
 · 7 de fev
Acabou sua mamata garota ! Os milhões que o PT lhe repassou foram ,agora serão repassados para o povo,para quem de fato precisa !A sua “amiguinha” Camila Pitanga ,tomou a Cloroquina e Ivermectina! Alegou que tinha malária,depois de curada falou a verdade. twitter.com/SantoroDebs/st…",,,
Fco_leandro,@Leandro_011276,2021-02-07T00:58:28.000Z,"Em resposta a 
@SantoroDebs
#rouanet abstinência !!!",,,
Ricardo Rick (semi-presidente da minha TL),@rickys_ricardo,2021-02-05T12:54:39.000Z,"Em resposta a 
@zeliaduncan
viu, queria devolver a você a coleção que tenho de CDs seus, e se possível me ressarcir do dinheiro que gastei neles corrigidos monetariamente. 
O Motivo, é que comprei pensando que era uma pessoa que trabalhava com arte, mas fui enganado, você era sustentada pela #Rouanet !!!",,,
Adriana Ferrari,@ferrariadria,2021-01-17T01:57:13.000Z,"Em resposta a 
@ferrariadria
 e 
@brunogagliasso
@brunogagliasso
 leia e releia a constituição e entenda o que o #stf tem haver e cobre de verdade daqueles que estão roubando . Há sem ofender, vocês não vão se importar com roubos, afinal a #rouanet se dava na mesma proporção... é eu entendo que é mais fácil culpar outros se eu .",,,
Geraldo Costa,@geraldocostta,2021-01-15T10:01:12.000Z,"Em resposta a 
@FabioPorchat
 e 
@RodrigoMaia
No STF?
Ele tirou os podemos do Governo Federal que distribuiu bilhões mal gastos, impeachment do STF? Ou quer dia governadores?

Tem gente que se faz...
#Rouanet",,,
Osmar,@Osmar49842235,2021-01-12T10:04:54.000Z,"Em resposta a 
@JornalDaCidadeO
 e 
@DezinDi
C ele e Córja tivescem Mamando na ROUANET tá td muito bom néé.

Aaaaa como essa #ROUANET tá fazendo Falta 
2",,,2
Anderson Alves,@Anderso14203881,2020-12-28T01:27:30.000Z,"#Rouanet Globo lixo tem umas artista  como a Tata Verneque Monica Iozz  eu não vejo graça nessas artista  quando faz uma novela podre da Globo elas faz papel de tonta pegam varios homens  ensinando a demoralizar a Família Brasileira é ganham dinheiro  na Roanet 
1
1",,1,1
Pescador RJ,@albertozeddy,2020-12-27T22:17:04.000Z,"Em resposta a 
@zeliaduncan
Como faz falta o $$$ mole da #Rouanet, ne? Acabou a mamata mas vc pode ir pra Argentina (aqui do lado) ou fazer um Mobral pra aprender português. ",,,
Pr Salomao Carvalho,@PrSalomaoCarval,2020-12-21T20:03:46.000Z,"Algum artista da #Rouanet postou alguma coisa hoje?
#FraudesRouanet
#OperaçãoBocaLivre",,,
